,id,date,city,pop,shop,brand,container,capacity,price,quantity,Comp
395,395,31/05/12,Manipur,346502,Dealer_4,Apple,plastic,600ml,35,19858,1.39
396,396,31/05/12,Manipur,346502,Dealer_4,Zeera cola,plastic,200ml,12,14075,2.98
397,397,31/05/12,Manipur,346502,Dealer_4,Mango,Tetra pak,200ml,10,23515,1.34
398,398,31/05/12,Manipur,346502,Dealer_4,Club soda,plastic,600ml,20,22499,2.82
401,401,31/05/12,Manipur,346502,Dealer_4,Apple,plastic,250ml,20,43937,1.51
402,402,31/05/12,Manipur,346502,Dealer_4,Litchi,can,200ml,10,56090,0.48
403,403,31/05/12,Manipur,346502,Dealer_4,Mango,plastic,600ml,35,52364,0.61
404,404,31/05/12,Manipur,346502,Dealer_4,Mango,plastic,1.2lt,65,73778,0.42
405,405,31/05/12,Manipur,346502,Dealer_4,Mango,plastic,250ml,15,86675,0.27
406,406,31/05/12,Manipur,346502,Dealer_4,Lemon,plastic,600ml,20,29784,0.95
408,408,31/05/12,Manipur,346502,Dealer_4,Lemon,plastic,250ml,10,33824,0.61
409,409,31/05/12,Assam,672130,Dealer_3,Apple,plastic,600ml,35,7023,1.59
410,410,31/05/12,Assam,672130,Dealer_3,Zeera cola,plastic,200ml,12,9988,3.14
411,411,31/05/12,Assam,672130,Dealer_3,Zeera cola,can,300ml,20,9062,0.95
412,412,31/05/12,Assam,672130,Dealer_3,Mango,Tetra pak,200ml,10,24184,1.01
413,413,31/05/12,Assam,672130,Dealer_3,Club soda,plastic,600ml,20,13975,2.74
415,415,31/05/12,Assam,672130,Dealer_3,Litchi,plastic,250ml,15,51145,0.43
416,416,31/05/12,Assam,672130,Dealer_3,Apple,plastic,250ml,20,24141,1.34
417,417,31/05/12,Assam,672130,Dealer_3,Litchi,can,200ml,10,38188,0.41
418,418,31/05/12,Assam,672130,Dealer_3,Mango,plastic,600ml,35,55426,0.44
419,419,31/05/12,Assam,672130,Dealer_3,Mango,plastic,250ml,15,66656,0.2
422,422,31/05/12,Meghalaya,137540,Dealer_5,Apple,plastic,600ml,35,20660,1.05
423,423,31/05/12,Meghalaya,137540,Dealer_5,Zeera cola,plastic,200ml,12,9482,3.03
424,424,31/05/12,Meghalaya,137540,Dealer_5,Zeera cola,can,300ml,20,8669,0.99
426,426,31/05/12,Meghalaya,137540,Dealer_5,Club soda,plastic,600ml,20,13208,2.89
428,428,31/05/12,Meghalaya,137540,Dealer_5,Litchi,plastic,250ml,15,49830,0.63
429,429,31/05/12,Meghalaya,137540,Dealer_5,Apple,plastic,250ml,20,22905,1.9
430,430,31/05/12,Meghalaya,137540,Dealer_5,Litchi,can,200ml,10,39816,0.46
431,431,31/05/12,Meghalaya,137540,Dealer_5,Mango,plastic,1.2lt,65,41741,0.68
432,432,31/05/12,Meghalaya,137540,Dealer_5,Mango,plastic,250ml,15,31336,0.37
435,435,31/05/12,Arunanchal,134219,Dealer_2,Mango,plastic,600ml,35,72786,0.46
436,436,31/05/12,Assam,672130,Dealer_1,Club soda,plastic,600ml,20,16576,2.37
437,437,31/05/12,Manipur,346502,Dealer_4,Zeera cola,can,300ml,20,20974,0.87
438,438,31/05/12,Arunanchal,134219,Dealer_2,Apple,plastic,600ml,35,16387,1.35
439,439,31/05/12,Meghalaya,137540,Dealer_5,Mango,plastic,600ml,35,52301,0.54
440,440,31/05/12,Nagaland,164250,Dealer_6,Zeera cola,plastic,200ml,12,20557,2.98
441,441,31/05/12,Arunanchal,134219,Dealer_2,Lemon,plastic,250ml,10,36121,0.51
443,443,31/05/12,Meghalaya,137540,Dealer_5,Lemon,plastic,250ml,10,27389,0.51
444,444,31/05/12,Arunanchal,134219,Dealer_2,Club soda,plastic,600ml,20,25466.1,2.68
446,446,31/05/12,Nagaland,164250,Dealer_6,Zeera cola,can,300ml,20,30446,0.73
447,447,31/05/12,Arunanchal,134219,Dealer_2,Litchi,plastic,250ml,15,42768,0.83
448,448,31/05/12,Assam,672130,Dealer_1,Mango,plastic,1.2lt,65,36675,0.92
449,449,31/05/12,Assam,672130,Dealer_3,Lemon,plastic,250ml,10,28404,0.34
450,450,30/06/12,Assam,672130,Dealer_1,Apple,plastic,600ml,35,26725,0.84
451,451,30/06/12,Assam,672130,Dealer_1,Mango,Tetra pak,200ml,10,18512,1.31
453,453,30/06/12,Assam,672130,Dealer_1,Apple,plastic,250ml,20,12663,2.45
454,454,30/06/12,Assam,672130,Dealer_1,Litchi,can,200ml,10,66269,0.34
456,456,30/06/12,Assam,672130,Dealer_1,Mango,plastic,250ml,15,69978,0.3
457,457,30/06/12,Assam,672130,Dealer_1,Lemon,plastic,600ml,20,28187,0.85
459,459,30/06/12,Arunanchal,134219,Dealer_2,Apple,plastic,600ml,35,18822,1.41
460,460,30/06/12,Arunanchal,134219,Dealer_2,Zeera cola,plastic,200ml,12,12345,3.46
462,462,30/06/12,Arunanchal,134219,Dealer_2,Mango,Tetra pak,200ml,10,24140,1.35
463,463,30/06/12,Arunanchal,134219,Dealer_2,Club soda,plastic,600ml,20,19666.9,3.11
465,465,30/06/12,Arunanchal,134219,Dealer_2,Litchi,plastic,250ml,15,79163,0.55
466,466,30/06/12,Arunanchal,134219,Dealer_2,Litchi,can,200ml,10,62576,0.42
467,467,30/06/12,Arunanchal,134219,Dealer_2,Mango,plastic,1.2lt,65,47534,0.88
468,468,30/06/12,Arunanchal,134219,Dealer_2,Mango,plastic,250ml,15,113603,0.21
469,469,30/06/12,Arunanchal,134219,Dealer_2,Lemon,plastic,600ml,20,41490,0.78
471,471,30/06/12,Arunanchal,134219,Dealer_2,Lemon,plastic,250ml,10,29075,0.63
472,472,30/06/12,Nagaland,164250,Dealer_6,Apple,plastic,600ml,35,41329,1.02
473,473,30/06/12,Nagaland,164250,Dealer_6,Zeera cola,plastic,200ml,12,15229,3.68
475,475,30/06/12,Nagaland,164250,Dealer_6,Mango,Tetra pak,200ml,10,33220,1.2
477,477,30/06/12,Nagaland,164250,Dealer_6,Litchi,plastic,250ml,15,92832,0.62
478,478,30/06/12,Nagaland,164250,Dealer_6,Apple,plastic,250ml,20,43194,1.8
479,479,30/06/12,Nagaland,164250,Dealer_6,Litchi,can,200ml,10,105630,0.33
481,481,30/06/12,Nagaland,164250,Dealer_6,Mango,plastic,250ml,15,102517,0.31
482,482,30/06/12,Nagaland,164250,Dealer_6,Lemon,plastic,600ml,20,36723,1.04
484,484,30/06/12,Nagaland,164250,Dealer_6,Lemon,plastic,250ml,10,47327,0.56
485,485,30/06/12,Manipur,346502,Dealer_4,Apple,plastic,600ml,35,23369,1.24
486,486,30/06/12,Manipur,346502,Dealer_4,Zeera cola,plastic,200ml,12,19691,2.84
487,487,30/06/12,Manipur,346502,Dealer_4,Mango,Tetra pak,200ml,10,33194,1.15
490,490,30/06/12,Manipur,346502,Dealer_4,Litchi,plastic,250ml,15,34944,0.96
491,491,30/06/12,Manipur,346502,Dealer_4,Apple,plastic,250ml,20,34175,1.93
492,492,30/06/12,Manipur,346502,Dealer_4,Litchi,can,200ml,10,87945,0.32
493,493,30/06/12,Manipur,346502,Dealer_4,Mango,plastic,1.2lt,65,39616,1.1
494,494,30/06/12,Manipur,346502,Dealer_4,Mango,plastic,250ml,15,79847,0.32
497,497,30/06/12,Assam,672130,Dealer_3,Apple,plastic,600ml,35,14594,1.34
498,498,30/06/12,Assam,672130,Dealer_3,Zeera cola,plastic,200ml,12,8156,3.45
499,499,30/06/12,Assam,672130,Dealer_3,Zeera cola,can,300ml,20,13154,0.94
500,500,30/06/12,Assam,672130,Dealer_3,Mango,Tetra pak,200ml,10,17967,1.19
501,501,30/06/12,Assam,672130,Dealer_3,Club soda,plastic,600ml,20,22374,2.35
503,503,30/06/12,Assam,672130,Dealer_3,Litchi,plastic,250ml,15,40235,0.75
504,504,30/06/12,Assam,672130,Dealer_3,Apple,plastic,250ml,20,22500,1.82
505,505,30/06/12,Assam,672130,Dealer_3,Litchi,can,200ml,10,53407,0.34
506,506,30/06/12,Assam,672130,Dealer_3,Mango,plastic,600ml,35,37339,0.63
507,507,30/06/12,Assam,672130,Dealer_3,Mango,plastic,1.2lt,65,45876,0.54
508,508,30/06/12,Assam,672130,Dealer_3,Mango,plastic,250ml,15,57740,0.29
510,510,30/06/12,Meghalaya,137540,Dealer_5,Apple,plastic,600ml,35,12592,1.36
511,511,30/06/12,Meghalaya,137540,Dealer_5,Zeera cola,plastic,200ml,12,9485,3.44
512,512,30/06/12,Meghalaya,137540,Dealer_5,Zeera cola,can,300ml,20,18503,0.75
513,513,30/06/12,Meghalaya,137540,Dealer_5,Mango,Tetra pak,200ml,10,18944,1.28
514,514,30/06/12,Meghalaya,137540,Dealer_5,Club soda,plastic,600ml,20,15340,2.94
516,516,30/06/12,Meghalaya,137540,Dealer_5,Apple,plastic,250ml,20,43447,1.33
517,517,30/06/12,Meghalaya,137540,Dealer_5,Litchi,can,200ml,10,38126,0.43
518,518,30/06/12,Meghalaya,137540,Dealer_5,Mango,plastic,600ml,35,48890,0.57
519,519,30/06/12,Meghalaya,137540,Dealer_5,Mango,plastic,1.2lt,65,30098,1.05
520,520,30/06/12,Meghalaya,137540,Dealer_5,Mango,plastic,250ml,15,56729,0.32
521,521,30/06/12,Meghalaya,137540,Dealer_5,Lemon,plastic,600ml,20,32484,0.77
523,523,30/06/12,Meghalaya,137540,Dealer_5,Lemon,plastic,250ml,10,32283,0.49
524,524,30/06/12,Assam,672130,Dealer_1,Mango,plastic,600ml,35,60876,0.54
525,525,30/06/12,Nagaland,164250,Dealer_6,Club soda,plastic,600ml,20,45050,1.86
526,526,30/06/12,Manipur,346502,Dealer_4,Zeera cola,can,300ml,20,23986,0.81
527,527,30/06/12,Assam,672130,Dealer_1,Club soda,plastic,600ml,20,29408,1.5
528,528,30/06/12,Assam,672130,Dealer_1,Lemon,plastic,250ml,10,32489,0.5
529,529,30/06/12,Assam,672130,Dealer_1,Zeera cola,plastic,200ml,12,8949,3.81
531,531,30/06/12,Assam,672130,Dealer_3,Lemon,plastic,250ml,10,28763,0.54
532,532,30/06/12,Assam,672130,Dealer_3,Lemon,plastic,600ml,20,20029,0.96
533,533,30/06/12,Arunanchal,134219,Dealer_2,Apple,plastic,250ml,20,34967,1.81
536,536,30/06/12,Manipur,346502,Dealer_4,Lemon,plastic,250ml,10,33836,0.58
537,537,30/06/12,Arunanchal,134219,Dealer_2,Mango,plastic,600ml,35,88605,0.46
538,538,30/06/12,Nagaland,164250,Dealer_6,Mango,plastic,1.2lt,65,62943,0.93
539,539,30/06/12,Assam,672130,Dealer_1,Zeera cola,can,300ml,20,26492,0.56
540,540,31/07/12,Assam,672130,Dealer_1,Apple,plastic,600ml,35,21950,1.16
541,541,31/07/12,Assam,672130,Dealer_1,Zeera cola,plastic,200ml,12,19372,2.36
542,542,31/07/12,Assam,672130,Dealer_1,Zeera cola,can,300ml,20,35754,0.54
543,543,31/07/12,Assam,672130,Dealer_1,Club soda,plastic,600ml,20,18828,2.82
545,545,31/07/12,Assam,672130,Dealer_1,Litchi,plastic,250ml,15,45133,0.8
546,546,31/07/12,Assam,672130,Dealer_1,Litchi,can,200ml,10,66930,0.41
547,547,31/07/12,Assam,672130,Dealer_1,Mango,plastic,600ml,35,91220,0.43
548,548,31/07/12,Assam,672130,Dealer_1,Mango,plastic,1.2lt,65,85465,0.22
549,549,31/07/12,Assam,672130,Dealer_1,Mango,plastic,250ml,15,86420,0.22
550,550,31/07/12,Assam,672130,Dealer_1,Lemon,plastic,600ml,20,37102,0.87
553,553,31/07/12,Arunanchal,134219,Dealer_2,Zeera cola,plastic,200ml,12,17780,3.17
554,554,31/07/12,Arunanchal,134219,Dealer_2,Zeera cola,can,300ml,20,25689,0.79
555,555,31/07/12,Arunanchal,134219,Dealer_2,Mango,Tetra pak,200ml,10,39938,1.06
556,556,31/07/12,Arunanchal,134219,Dealer_2,Club soda,plastic,600ml,20,26466,2.57
560,560,31/07/12,Arunanchal,134219,Dealer_2,Litchi,can,200ml,10,46344,0.54
561,561,31/07/12,Arunanchal,134219,Dealer_2,Mango,plastic,600ml,35,69696,0.59
562,562,31/07/12,Arunanchal,134219,Dealer_2,Mango,plastic,1.2lt,65,71805,0.67
563,563,31/07/12,Arunanchal,134219,Dealer_2,Mango,plastic,250ml,15,145287,0.22
566,566,31/07/12,Nagaland,164250,Dealer_6,Apple,plastic,600ml,35,30386,1.35
567,567,31/07/12,Nagaland,164250,Dealer_6,Zeera cola,plastic,200ml,12,33050,2.12
568,568,31/07/12,Nagaland,164250,Dealer_6,Mango,Tetra pak,200ml,10,51810,1.13
569,569,31/07/12,Nagaland,164250,Dealer_6,Club soda,plastic,600ml,20,33582,2.78
571,571,31/07/12,Nagaland,164250,Dealer_6,Litchi,plastic,250ml,15,84040,0.74
572,572,31/07/12,Nagaland,164250,Dealer_6,Apple,plastic,250ml,20,67983,1.48
573,573,31/07/12,Nagaland,164250,Dealer_6,Litchi,can,200ml,10,78816,0.49
574,574,31/07/12,Nagaland,164250,Dealer_6,Mango,plastic,600ml,35,118467,0.52
575,575,31/07/12,Nagaland,164250,Dealer_6,Mango,plastic,1.2lt,65,82174,0.86
576,576,31/07/12,Nagaland,164250,Dealer_6,Lemon,plastic,600ml,20,48616,0.91
579,579,31/07/12,Manipur,346502,Dealer_4,Apple,plastic,600ml,35,25177,1.27
580,580,31/07/12,Manipur,346502,Dealer_4,Zeera cola,plastic,200ml,12,16395,3.43
581,581,31/07/12,Manipur,346502,Dealer_4,Zeera cola,can,300ml,20,28099,0.74
582,582,31/07/12,Manipur,346502,Dealer_4,Mango,Tetra pak,200ml,10,38230,1.11
583,583,31/07/12,Manipur,346502,Dealer_4,Club soda,plastic,600ml,20,30092,2.57
585,585,31/07/12,Manipur,346502,Dealer_4,Litchi,plastic,250ml,15,64685,0.7
586,586,31/07/12,Manipur,346502,Dealer_4,Apple,plastic,250ml,20,45682,1.61
587,587,31/07/12,Manipur,346502,Dealer_4,Litchi,can,200ml,10,39339,0.6
588,588,31/07/12,Manipur,346502,Dealer_4,Mango,plastic,600ml,35,90780,0.52
589,589,31/07/12,Manipur,346502,Dealer_4,Mango,plastic,1.2lt,65,99637,0.47
590,590,31/07/12,Manipur,346502,Dealer_4,Mango,plastic,250ml,15,92431,0.29
591,591,31/07/12,Manipur,346502,Dealer_4,Lemon,plastic,600ml,20,52300,0.72
593,593,31/07/12,Manipur,346502,Dealer_4,Lemon,plastic,250ml,10,51993,0.49
594,594,31/07/12,Assam,672130,Dealer_3,Zeera cola,plastic,200ml,12,9206,3.4
595,595,31/07/12,Assam,672130,Dealer_3,Mango,Tetra pak,200ml,10,19378,1.26
596,596,31/07/12,Assam,672130,Dealer_3,Club soda,plastic,600ml,20,21879,1.56
598,598,31/07/12,Assam,672130,Dealer_3,Litchi,can,200ml,10,36715,0.56
599,599,31/07/12,Assam,672130,Dealer_3,Mango,plastic,600ml,35,65396,0.5
600,600,31/07/12,Assam,672130,Dealer_3,Mango,plastic,1.2lt,65,41012,0.73
601,601,31/07/12,Assam,672130,Dealer_3,Mango,plastic,250ml,15,59667,0.29
602,602,31/07/12,Assam,672130,Dealer_3,Lemon,plastic,600ml,20,24917,0.91
604,604,31/07/12,Assam,672130,Dealer_3,Lemon,plastic,250ml,10,35390,0.5
605,605,31/07/12,Meghalaya,137540,Dealer_5,Apple,plastic,600ml,35,18264,1.22
606,606,31/07/12,Meghalaya,137540,Dealer_5,Zeera cola,plastic,200ml,12,11017,3.68
607,607,31/07/12,Meghalaya,137540,Dealer_5,Zeera cola,can,300ml,20,14781,0.85
608,608,31/07/12,Meghalaya,137540,Dealer_5,Mango,Tetra pak,200ml,10,19730,1.36
609,609,31/07/12,Meghalaya,137540,Dealer_5,Club soda,plastic,600ml,20,22802,2.47
611,611,31/07/12,Meghalaya,137540,Dealer_5,Litchi,plastic,250ml,15,29901,0.93
612,612,31/07/12,Meghalaya,137540,Dealer_5,Apple,plastic,250ml,20,44282,1.46
613,613,31/07/12,Meghalaya,137540,Dealer_5,Litchi,can,200ml,10,72218,0.37
614,614,31/07/12,Meghalaya,137540,Dealer_5,Mango,plastic,600ml,35,71746,0.41
615,615,31/07/12,Meghalaya,137540,Dealer_5,Mango,plastic,1.2lt,65,34961,1.06
616,616,31/07/12,Meghalaya,137540,Dealer_5,Mango,plastic,250ml,15,28771,0.39
619,619,31/07/12,Meghalaya,137540,Dealer_5,Lemon,plastic,250ml,10,42119,0.47
621,621,31/07/12,Assam,672130,Dealer_3,Apple,plastic,600ml,35,17037,1.19
622,622,31/07/12,Assam,672130,Dealer_1,Mango,Tetra pak,200ml,10,22719,1.19
623,623,31/07/12,Arunanchal,134219,Dealer_2,Lemon,plastic,250ml,10,36183,0.59
624,624,31/07/12,Arunanchal,134219,Dealer_2,Apple,plastic,600ml,35,25261,1.25
625,625,31/07/12,Nagaland,164250,Dealer_6,Mango,plastic,250ml,15,142857,0.22
626,626,31/07/12,Assam,672130,Dealer_3,Zeera cola,can,300ml,20,27125,0.58
627,627,31/07/12,Assam,672130,Dealer_1,Apple,plastic,250ml,20,26962,1.72
628,628,31/07/12,Assam,672130,Dealer_3,Apple,plastic,250ml,20,33843,1.7
630,630,31/08/12,Assam,672130,Dealer_1,Apple,plastic,600ml,35,14036,1.39
631,631,31/08/12,Assam,672130,Dealer_1,Mango,Tetra pak,200ml,10,17626,1.34
633,633,31/08/12,Assam,672130,Dealer_1,Litchi,plastic,250ml,15,47327,0.7
634,634,31/08/12,Assam,672130,Dealer_1,Apple,plastic,250ml,20,32985,1.39
635,635,31/08/12,Assam,672130,Dealer_1,Litchi,can,200ml,10,49702,0.45
636,636,31/08/12,Assam,672130,Dealer_1,Mango,plastic,600ml,35,26581,0.72
637,637,31/08/12,Assam,672130,Dealer_1,Mango,plastic,1.2lt,65,58213,0.56
638,638,31/08/12,Arunanchal,134219,Dealer_2,Apple,plastic,600ml,35,17352,1.3
640,640,31/08/12,Arunanchal,134219,Dealer_2,Zeera cola,can,300ml,20,18083,0.87
641,641,31/08/12,Arunanchal,134219,Dealer_2,Mango,Tetra pak,200ml,10,22693,1.36
642,642,31/08/12,Arunanchal,134219,Dealer_2,Club soda,plastic,600ml,20,20986.9,3.11
645,645,31/08/12,Arunanchal,134219,Dealer_2,Litchi,can,200ml,10,64891,0.38
646,646,31/08/12,Arunanchal,134219,Dealer_2,Mango,plastic,600ml,35,83762,0.45
647,647,31/08/12,Arunanchal,134219,Dealer_2,Mango,plastic,250ml,15,44337,0.37
648,648,31/08/12,Arunanchal,134219,Dealer_2,Lemon,plastic,600ml,20,29998,0.93
650,650,31/08/12,Nagaland,164250,Dealer_6,Apple,plastic,600ml,35,26601,1.3
651,651,31/08/12,Nagaland,164250,Dealer_6,Zeera cola,plastic,200ml,12,18410,3.15
652,652,31/08/12,Nagaland,164250,Dealer_6,Zeera cola,can,300ml,20,33723,0.79
653,653,31/08/12,Nagaland,164250,Dealer_6,Mango,Tetra pak,200ml,10,43742,1.2
656,656,31/08/12,Nagaland,164250,Dealer_6,Apple,plastic,250ml,20,42531,1.5
657,657,31/08/12,Nagaland,164250,Dealer_6,Litchi,can,200ml,10,72708,0.44
658,658,31/08/12,Nagaland,164250,Dealer_6,Mango,plastic,1.2lt,65,72811,0.76
659,659,31/08/12,Nagaland,164250,Dealer_6,Mango,plastic,250ml,15,100600,0.3
662,662,31/08/12,Manipur,346502,Dealer_4,Apple,plastic,600ml,35,22061,1.19
663,663,31/08/12,Manipur,346502,Dealer_4,Zeera cola,plastic,200ml,12,18775,2.62
664,664,31/08/12,Manipur,346502,Dealer_4,Zeera cola,can,300ml,20,20067,0.85
665,665,31/08/12,Manipur,346502,Dealer_4,Mango,Tetra pak,200ml,10,31373,1.26
666,666,31/08/12,Manipur,346502,Dealer_4,Club soda,plastic,600ml,20,27911,2.38
668,668,31/08/12,Manipur,346502,Dealer_4,Apple,plastic,250ml,20,50047,1.27
669,669,31/08/12,Manipur,346502,Dealer_4,Litchi,can,200ml,10,61450,0.43
670,670,31/08/12,Manipur,346502,Dealer_4,Mango,plastic,600ml,35,60703,0.63
671,671,31/08/12,Manipur,346502,Dealer_4,Mango,plastic,1.2lt,65,49616,0.97
672,672,31/08/12,Manipur,346502,Dealer_4,Mango,plastic,250ml,15,100164,0.27
675,675,31/08/12,Assam,672130,Dealer_3,Apple,plastic,600ml,35,15223,1.19
676,676,31/08/12,Assam,672130,Dealer_3,Zeera cola,plastic,200ml,12,11373,2.73
677,677,31/08/12,Assam,672130,Dealer_3,Zeera cola,can,300ml,20,20328,0.66
678,678,31/08/12,Assam,672130,Dealer_3,Mango,Tetra pak,200ml,10,19120,1.14
680,680,31/08/12,Assam,672130,Dealer_3,Litchi,plastic,250ml,15,19802,0.94
681,681,31/08/12,Assam,672130,Dealer_3,Apple,plastic,250ml,20,14585,2.04
682,682,31/08/12,Assam,672130,Dealer_3,Litchi,can,200ml,10,26424,0.52
683,683,31/08/12,Assam,672130,Dealer_3,Mango,plastic,600ml,35,34845,0.61
684,684,31/08/12,Assam,672130,Dealer_3,Mango,plastic,1.2lt,65,45913,0.26
685,685,31/08/12,Assam,672130,Dealer_3,Mango,plastic,250ml,15,74902,0.21
687,687,31/08/12,Assam,672130,Dealer_3,Lemon,plastic,250ml,10,13181,0.68
688,688,31/08/12,Meghalaya,137540,Dealer_5,Apple,plastic,600ml,35,12359,1.35
689,689,31/08/12,Meghalaya,137540,Dealer_5,Zeera cola,can,300ml,20,18809,0.77
690,690,31/08/12,Meghalaya,137540,Dealer_5,Mango,Tetra pak,200ml,10,35880,0.82
691,691,31/08/12,Meghalaya,137540,Dealer_5,Club soda,plastic,600ml,20,16499,2.66
693,693,31/08/12,Meghalaya,137540,Dealer_5,Litchi,plastic,250ml,15,40594,0.82
694,694,31/08/12,Meghalaya,137540,Dealer_5,Litchi,can,200ml,10,37204,0.48
695,695,31/08/12,Meghalaya,137540,Dealer_5,Mango,plastic,600ml,35,46581,0.51
696,696,31/08/12,Meghalaya,137540,Dealer_5,Mango,plastic,1.2lt,65,38264,0.85
697,697,31/08/12,Meghalaya,137540,Dealer_5,Mango,plastic,250ml,15,72641,0.2
699,699,31/08/12,Meghalaya,137540,Dealer_5,Lemon,plastic,250ml,10,28004,0.49
701,701,31/08/12,Arunanchal,134219,Dealer_2,Mango,plastic,1.2lt,65,41595,0.93
702,702,31/08/12,Meghalaya,137540,Dealer_5,Apple,plastic,250ml,20,31840,1.05
703,703,31/08/12,Manipur,346502,Dealer_4,Litchi,plastic,250ml,15,63796,0.65
705,705,31/08/12,Assam,672130,Dealer_1,Lemon,plastic,250ml,10,34484,0.51
706,706,31/08/12,Nagaland,164250,Dealer_6,Lemon,plastic,600ml,20,57291,0.8
708,708,31/08/12,Assam,672130,Dealer_1,Lemon,plastic,600ml,20,22849,1.03
709,709,31/08/12,Nagaland,164250,Dealer_6,Litchi,plastic,250ml,15,60558,0.73
710,710,31/08/12,Meghalaya,137540,Dealer_5,Zeera cola,plastic,200ml,12,15913,2.28
714,714,31/08/12,Nagaland,164250,Dealer_6,Mango,plastic,600ml,35,119943,0.48
715,715,31/08/12,Arunanchal,134219,Dealer_2,Apple,plastic,250ml,20,44174,1.31
716,716,31/08/12,Assam,672130,Dealer_1,Club soda,plastic,600ml,20,21446,2.75
718,718,31/08/12,Assam,672130,Dealer_1,Zeera cola,can,300ml,20,20816,0.74
719,719,31/08/12,Manipur,346502,Dealer_4,Lemon,plastic,250ml,10,39196,0.45
720,720,30/09/12,Assam,672130,Dealer_1,Apple,plastic,600ml,35,11417,1.27
721,721,30/09/12,Assam,672130,Dealer_1,Zeera cola,plastic,200ml,12,12141,2.9
722,722,30/09/12,Assam,672130,Dealer_1,Zeera cola,can,300ml,20,21111,0.58
723,723,30/09/12,Assam,672130,Dealer_1,Mango,Tetra pak,200ml,10,27890,0.92
725,725,30/09/12,Assam,672130,Dealer_1,Litchi,plastic,250ml,15,57074,0.68
726,726,30/09/12,Assam,672130,Dealer_1,Apple,plastic,250ml,20,17593,2.1
727,727,30/09/12,Assam,672130,Dealer_1,Litchi,can,200ml,10,38674,0.48
728,728,30/09/12,Assam,672130,Dealer_1,Mango,plastic,600ml,35,31812,0.65
729,729,30/09/12,Assam,672130,Dealer_1,Mango,plastic,1.2lt,65,26959,1.18
730,730,30/09/12,Assam,672130,Dealer_1,Mango,plastic,250ml,15,53922,0.28
731,731,30/09/12,Assam,672130,Dealer_1,Lemon,plastic,600ml,20,19504,0.97
733,733,30/09/12,Assam,672130,Dealer_1,Lemon,plastic,250ml,10,34028,0.41
734,734,30/09/12,Arunanchal,134219,Dealer_2,Apple,plastic,600ml,35,18163,1.08
735,735,30/09/12,Arunanchal,134219,Dealer_2,Zeera cola,plastic,200ml,12,13776,2.78
736,736,30/09/12,Arunanchal,134219,Dealer_2,Zeera cola,can,300ml,20,15742,0.82
737,737,30/09/12,Arunanchal,134219,Dealer_2,Mango,Tetra pak,200ml,10,27885,1.09
738,738,30/09/12,Arunanchal,134219,Dealer_2,Club soda,plastic,600ml,20,13395.8,3.23
741,741,30/09/12,Arunanchal,134219,Dealer_2,Mango,plastic,600ml,35,56264,0.56
742,742,30/09/12,Arunanchal,134219,Dealer_2,Mango,plastic,1.2lt,65,36672,1.03
743,743,30/09/12,Arunanchal,134219,Dealer_2,Mango,plastic,250ml,15,93035,0.18
745,745,30/09/12,Arunanchal,134219,Dealer_2,Lemon,plastic,250ml,10,19367,0.62
746,746,30/09/12,Nagaland,164250,Dealer_6,Zeera cola,plastic,200ml,12,15672,3.32
747,747,30/09/12,Nagaland,164250,Dealer_6,Zeera cola,can,300ml,20,25115,0.9
748,748,30/09/12,Nagaland,164250,Dealer_6,Mango,Tetra pak,200ml,10,21190,1.43
750,750,30/09/12,Nagaland,164250,Dealer_6,Apple,plastic,250ml,20,28301,1.88
751,751,30/09/12,Nagaland,164250,Dealer_6,Litchi,can,200ml,10,75257,0.4
752,752,30/09/12,Nagaland,164250,Dealer_6,Mango,plastic,600ml,35,99073,0.5
753,753,30/09/12,Nagaland,164250,Dealer_6,Mango,plastic,1.2lt,65,87853,0.39
754,754,30/09/12,Nagaland,164250,Dealer_6,Mango,plastic,250ml,15,117297,0.24
757,757,30/09/12,Manipur,346502,Dealer_4,Apple,plastic,600ml,35,12310,1.55
758,758,30/09/12,Manipur,346502,Dealer_4,Zeera cola,plastic,200ml,12,15834,2.85
759,759,30/09/12,Manipur,346502,Dealer_4,Zeera cola,can,300ml,20,19931,0.75
760,760,30/09/12,Manipur,346502,Dealer_4,Mango,Tetra pak,200ml,10,33152,1.05
761,761,30/09/12,Manipur,346502,Dealer_4,Club soda,plastic,600ml,20,19979,2.49
763,763,30/09/12,Manipur,346502,Dealer_4,Litchi,plastic,250ml,15,49846,0.8
764,764,30/09/12,Manipur,346502,Dealer_4,Apple,plastic,250ml,20,29029,1.7
765,765,30/09/12,Manipur,346502,Dealer_4,Litchi,can,200ml,10,55656,0.43
766,766,30/09/12,Manipur,346502,Dealer_4,Mango,plastic,600ml,35,51119,0.61
767,767,30/09/12,Manipur,346502,Dealer_4,Mango,plastic,1.2lt,65,47744,0.79
769,769,30/09/12,Manipur,346502,Dealer_4,Lemon,plastic,600ml,20,27920,0.91
771,771,30/09/12,Manipur,346502,Dealer_4,Lemon,plastic,250ml,10,26561,0.54
772,772,30/09/12,Assam,672130,Dealer_3,Apple,plastic,600ml,35,9964,1.36
773,773,30/09/12,Assam,672130,Dealer_3,Zeera cola,can,300ml,20,14054,0.77
774,774,30/09/12,Assam,672130,Dealer_3,Mango,Tetra pak,200ml,10,14567,1.18
